nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity,    x-coordinate,    y-coordinate
      9450, 2.500000000E-01, 5.703125000E-01,-3.172721692E-02,-8.196006647E-02, 2.028033677E-01, 2.500000000E-01, 5.703125000E-01
      9451, 2.578125000E-01, 5.703125000E-01,-3.217716097E-02,-8.520066910E-02, 2.023978517E-01, 2.578125000E-01, 5.703125000E-01
      9452, 2.656250000E-01, 5.703125000E-01,-3.264612616E-02,-8.842354693E-02, 2.017711800E-01, 2.656250000E-01, 5.703125000E-01
      9453, 2.734375000E-01, 5.703125000E-01,-3.313411227E-02,-9.162818217E-02, 2.009298933E-01, 2.734375000E-01, 5.703125000E-01
      9454, 2.812500000E-01, 5.703125000E-01,-3.364100901E-02,-9.481435951E-02, 1.998794844E-01, 2.812500000E-01, 5.703125000E-01
      9455, 2.890625000E-01, 5.703125000E-01,-3.416659449E-02,-9.798213393E-02, 1.986244537E-01, 2.890625000E-01, 5.703125000E-01
      9456, 2.968750000E-01, 5.703125000E-01,-3.471053396E-02,-1.011318000E-01, 1.971683669E-01, 2.968750000E-01, 5.703125000E-01
      9457, 3.046875000E-01, 5.703125000E-01,-3.527237702E-02,-1.042638626E-01, 1.955139131E-01, 3.046875000E-01, 5.703125000E-01
      9458, 3.125000000E-01, 5.703125000E-01,-3.585155539E-02,-1.073790081E-01, 1.936629624E-01, 3.125000000E-01, 5.703125000E-01
      9459, 3.203125000E-01, 5.703125000E-01,-3.644737886E-02,-1.104780786E-01, 1.916166244E-01, 3.203125000E-01, 5.703125000E-01
      9460, 3.281250000E-01, 5.703125000E-01,-3.705903165E-02,-1.135620441E-01, 1.893753071E-01, 3.281250000E-01, 5.703125000E-01
      9461, 3.359375000E-01, 5.703125000E-01,-3.768558062E-02,-1.166319787E-01, 1.869387725E-01, 3.359375000E-01, 5.703125000E-01
      9462, 3.437500000E-01, 5.703125000E-01,-3.832597438E-02,-1.196890501E-01, 1.843061802E-01, 3.437500000E-01, 5.703125000E-01
      9463, 3.515625000E-01, 5.703125000E-01,-3.897896548E-02,-1.227344398E-01, 1.814761489E-01, 3.515625000E-01, 5.703125000E-01
      9464, 3.593750000E-01, 5.703125000E-01,-3.964328562E-02,-1.257694308E-01, 1.784468792E-01, 3.593750000E-01, 5.703125000E-01
      9465, 3.671875000E-01, 5.703125000E-01,-4.031746151E-02,-1.287952943E-01, 1.752160724E-01, 3.671875000E-01, 5.703125000E-01
      9466, 3.750000000E-01, 5.703125000E-01,-4.099999333E-02,-1.318132608E-01, 1.717809922E-01, 3.750000000E-01, 5.703125000E-01
      9467, 3.828125000E-01, 5.703125000E-01,-4.168898152E-02,-1.348246336E-01, 1.681386607E-01, 3.828125000E-01, 5.703125000E-01
      9468, 3.906250000E-01, 5.703125000E-01,-4.238241462E-02,-1.378305381E-01, 1.642857832E-01, 3.906250000E-01, 5.703125000E-01
      9469, 3.984375000E-01, 5.703125000E-01,-4.307847035E-02,-1.408320845E-01, 1.602187671E-01, 3.984375000E-01, 5.703125000E-01
      9470, 4.062500000E-01, 5.703125000E-01,-4.377488943E-02,-1.438303609E-01, 1.559338596E-01, 4.062500000E-01, 5.703125000E-01
      9471, 4.140625000E-01, 5.703125000E-01,-4.446934254E-02,-1.468262627E-01, 1.514271512E-01, 4.140625000E-01, 5.703125000E-01
      9472, 4.218750000E-01, 5.703125000E-01,-4.515934959E-02,-1.498205922E-01, 1.466945842E-01, 4.218750000E-01, 5.703125000E-01
      9473, 4.296875000E-01, 5.703125000E-01,-4.584227518E-02,-1.528140155E-01, 1.417320222E-01, 4.296875000E-01, 5.703125000E-01
      9474, 4.375000000E-01, 5.703125000E-01,-4.651537307E-02,-1.558070245E-01, 1.365352879E-01, 4.375000000E-01, 5.703125000E-01
      9475, 4.453125000E-01, 5.703125000E-01,-4.717572197E-02,-1.587999161E-01, 1.311002076E-01, 4.453125000E-01, 5.703125000E-01
      9476, 4.531250000E-01, 5.703125000E-01,-4.782024117E-02,-1.617927742E-01, 1.254226383E-01, 4.531250000E-01, 5.703125000E-01
      9477, 4.609375000E-01, 5.703125000E-01,-4.844575304E-02,-1.647854471E-01, 1.194985142E-01, 4.609375000E-01, 5.703125000E-01
      9478, 4.687500000E-01, 5.703125000E-01,-4.904901286E-02,-1.677775212E-01, 1.133238651E-01, 4.687500000E-01, 5.703125000E-01
      9479, 4.765625000E-01, 5.703125000E-01,-4.962659147E-02,-1.707682486E-01, 1.068948284E-01, 4.765625000E-01, 5.703125000E-01
      9480, 4.843750000E-01, 5.703125000E-01,-5.017475912E-02,-1.737565161E-01, 1.002077430E-01, 4.843750000E-01, 5.703125000E-01
      9481, 4.921875000E-01, 5.703125000E-01,-5.068969331E-02,-1.767409224E-01, 9.325927090E-02, 4.921875000E-01, 5.703125000E-01
      9482, 5.000000000E-01, 5.703125000E-01,-5.116767803E-02,-1.797197325E-01, 8.604639302E-02, 5.000000000E-01, 5.703125000E-01
      9483, 5.078125000E-01, 5.703125000E-01,-5.160492713E-02,-1.826907894E-01, 7.856640015E-02, 5.078125000E-01, 5.703125000E-01
      9484, 5.156250000E-01, 5.703125000E-01,-5.199749733E-02,-1.856515059E-01, 7.081701344E-02, 5.156250000E-01, 5.703125000E-01
      9485, 5.234375000E-01, 5.703125000E-01,-5.234139571E-02,-1.885987917E-01, 6.279642484E-02, 5.234375000E-01, 5.703125000E-01
      9486, 5.312500000E-01, 5.703125000E-01,-5.263258900E-02,-1.915290075E-01, 5.450331446E-02, 5.312500000E-01, 5.703125000E-01
      9487, 5.390625000E-01, 5.703125000E-01,-5.286701718E-02,-1.944379490E-01, 4.593694920E-02, 5.390625000E-01, 5.703125000E-01
      9488, 5.468750000E-01, 5.703125000E-01,-5.304062429E-02,-1.973207893E-01, 3.709726561E-02, 5.468750000E-01, 5.703125000E-01
      9489, 5.546875000E-01, 5.703125000E-01,-5.314936922E-02,-2.001720279E-01, 2.798494914E-02, 5.546875000E-01, 5.703125000E-01
      9490, 5.625000000E-01, 5.703125000E-01,-5.318925879E-02,-2.029854402E-01, 1.860151219E-02, 5.625000000E-01, 5.703125000E-01
      9491, 5.703125000E-01, 5.703125000E-01,-5.315637641E-02,-2.057540284E-01, 8.949392175E-03, 5.703125000E-01, 5.703125000E-01
      9492, 5.781250000E-01, 5.703125000E-01,-5.304692897E-02,-2.084699699E-01,-9.679401112E-04, 5.781250000E-01, 5.703125000E-01
      9493, 5.859375000E-01, 5.703125000E-01,-5.285728345E-02,-2.111245655E-01,-1.114586834E-02, 5.859375000E-01, 5.703125000E-01
      9494, 5.937500000E-01, 5.703125000E-01,-5.258397200E-02,-2.137081833E-01,-2.157851276E-02, 5.937500000E-01, 5.703125000E-01
      9495, 6.015625000E-01, 5.703125000E-01,-5.222372846E-02,-2.162102008E-01,-3.225858231E-02, 6.015625000E-01, 5.703125000E-01
      9496, 6.093750000E-01, 5.703125000E-01,-5.177354369E-02,-2.186189447E-01,-4.317720805E-02, 6.093750000E-01, 5.703125000E-01
      9497, 6.171875000E-01, 5.703125000E-01,-5.123070777E-02,-2.209216355E-01,-5.432377395E-02, 6.171875000E-01, 5.703125000E-01
      9498, 6.250000000E-01, 5.703125000E-01,-5.059286146E-02,-2.231043330E-01,-6.568573577E-02, 6.250000000E-01, 5.703125000E-01
      9499, 6.328125000E-01, 5.703125000E-01,-4.985805396E-02,-2.251518855E-01,-7.724842832E-02, 6.328125000E-01, 5.703125000E-01
      9500, 6.406250000E-01, 5.703125000E-01,-4.902481157E-02,-2.270478950E-01,-8.899486833E-02, 6.406250000E-01, 5.703125000E-01
      9501, 6.484375000E-01, 5.703125000E-01,-4.809218607E-02,-2.287747012E-01,-1.009055383E-01, 6.484375000E-01, 5.703125000E-01
      9502, 6.562500000E-01, 5.703125000E-01,-4.705978406E-02,-2.303134028E-01,-1.129581495E-01, 6.562500000E-01, 5.703125000E-01
      9503, 6.640625000E-01, 5.703125000E-01,-4.592778047E-02,-2.316438618E-01,-1.251273406E-01, 6.640625000E-01, 5.703125000E-01
      9504, 6.718750000E-01, 5.703125000E-01,-4.469709607E-02,-2.327447216E-01,-1.373843748E-01, 6.718750000E-01, 5.703125000E-01
      9505, 6.796875000E-01, 5.703125000E-01,-4.336942121E-02,-2.335933769E-01,-1.496968698E-01, 6.796875000E-01, 5.703125000E-01
      9506, 6.875000000E-01, 5.703125000E-01,-4.194731772E-02,-2.341660564E-01,-1.620286631E-01, 6.875000000E-01, 5.703125000E-01
      9507, 6.953125000E-01, 5.703125000E-01,-4.043428426E-02,-2.344380274E-01,-1.743395715E-01, 6.953125000E-01, 5.703125000E-01
      9508, 7.031250000E-01, 5.703125000E-01,-3.883369790E-02,-2.343837371E-01,-1.865851942E-01, 7.031250000E-01, 5.703125000E-01
      9509, 7.109375000E-01, 5.703125000E-01,-3.714962046E-02,-2.339765190E-01,-1.987165815E-01, 7.109375000E-01, 5.703125000E-01
      9510, 7.187500000E-01, 5.703125000E-01,-3.539105637E-02,-2.331893720E-01,-2.106798089E-01, 7.187500000E-01, 5.703125000E-01
      9511, 7.265625000E-01, 5.703125000E-01,-3.356675067E-02,-2.319962932E-01,-2.224163232E-01, 7.265625000E-01, 5.703125000E-01
      9512, 7.343750000E-01, 5.703125000E-01,-3.168302415E-02,-2.303712384E-01,-2.338626770E-01, 7.343750000E-01, 5.703125000E-01
      9513, 7.421875000E-01, 5.703125000E-01,-2.974868233E-02,-2.282880105E-01,-2.449502046E-01, 7.421875000E-01, 5.703125000E-01
      9514, 7.500000000E-01, 5.703125000E-01,-2.777451108E-02,-2.257216758E-01,-2.556055499E-01, 7.500000000E-01, 5.703125000E-01
      9515, 7.578125000E-01, 5.703125000E-01,-2.577281715E-02,-2.226492032E-01,-2.657508688E-01, 7.578125000E-01, 5.703125000E-01
      9516, 7.656250000E-01, 5.703125000E-01,-2.375656251E-02,-2.190499724E-01,-2.753039947E-01, 7.656250000E-01, 5.703125000E-01
      9517, 7.734375000E-01, 5.703125000E-01,-2.173937584E-02,-2.149063227E-01,-2.841789915E-01, 7.734375000E-01, 5.703125000E-01
      9518, 7.812500000E-01, 5.703125000E-01,-1.973626770E-02,-2.102044781E-01,-2.922867448E-01, 7.812500000E-01, 5.703125000E-01
      9519, 7.890625000E-01, 5.703125000E-01,-1.776202748E-02,-2.049347951E-01,-2.995356310E-01, 7.890625000E-01, 5.703125000E-01
      9520, 7.968750000E-01, 5.703125000E-01,-1.583091245E-02,-1.990933134E-01,-3.058338063E-01, 7.968750000E-01, 5.703125000E-01
      9521, 8.046875000E-01, 5.703125000E-01,-1.396090631E-02,-1.926816031E-01,-3.110885474E-01, 8.046875000E-01, 5.703125000E-01
      9522, 8.125000000E-01, 5.703125000E-01,-1.216902707E-02,-1.857077730E-01,-3.152074178E-01, 8.125000000E-01, 5.703125000E-01
      9523, 8.203125000E-01, 5.703125000E-01,-1.046990658E-02,-1.781879844E-01,-3.181018030E-01, 8.203125000E-01, 5.703125000E-01
      9524, 8.281250000E-01, 5.703125000E-01,-8.879569665E-03,-1.701458848E-01,-3.196874007E-01, 8.281250000E-01, 5.703125000E-01
      9525, 8.359375000E-01, 5.703125000E-01,-7.413196304E-03,-1.616136653E-01,-3.198859129E-01, 8.359375000E-01, 5.703125000E-01
      9526, 8.437500000E-01, 5.703125000E-01,-6.084860694E-03,-1.526323014E-01,-3.186270204E-01, 8.437500000E-01, 5.703125000E-01
      9527, 8.515625000E-01, 5.703125000E-01,-4.907309887E-03,-1.432516567E-01,-3.158501817E-01, 8.515625000E-01, 5.703125000E-01
      9528, 8.593750000E-01, 5.703125000E-01,-3.891869450E-03,-1.335305546E-01,-3.115064226E-01, 8.593750000E-01, 5.703125000E-01
      9529, 8.671875000E-01, 5.703125000E-01,-3.047753037E-03,-1.235362836E-01,-3.055599591E-01, 8.671875000E-01, 5.703125000E-01
      9530, 8.750000000E-01, 5.703125000E-01,-2.382722505E-03,-1.133446984E-01,-2.979897381E-01, 8.750000000E-01, 5.703125000E-01
      9531, 8.828125000E-01, 5.703125000E-01,-1.900418953E-03,-1.030379642E-01,-2.887905135E-01, 8.828125000E-01, 5.703125000E-01
      9532, 8.906250000E-01, 5.703125000E-01,-1.603606231E-03,-9.270696943E-02,-2.779742502E-01, 8.906250000E-01, 5.703125000E-01
      9533, 8.984375000E-01, 5.703125000E-01,-1.495909971E-03,-8.244637245E-02,-2.655699490E-01, 8.984375000E-01, 5.703125000E-01
      9534, 9.062500000E-01, 5.703125000E-01,-1.573718753E-03,-7.235442400E-02,-2.516234468E-01, 9.062500000E-01, 5.703125000E-01
      9535, 9.140625000E-01, 5.703125000E-01,-1.831378090E-03,-6.253454129E-02,-2.361983128E-01, 9.140625000E-01, 5.703125000E-01
      9536, 9.218750000E-01, 5.703125000E-01,-2.263312754E-03,-5.308933066E-02,-2.193748874E-01, 9.218750000E-01, 5.703125000E-01
      9537, 9.296875000E-01, 5.703125000E-01,-2.860847703E-03,-4.412214192E-02,-2.012485175E-01, 9.296875000E-01, 5.703125000E-01
      9538, 9.375000000E-01, 5.703125000E-01,-3.614459928E-03,-3.573503686E-02,-1.819279278E-01, 9.375000000E-01, 5.703125000E-01
      9539, 9.453125000E-01, 5.703125000E-01,-4.512533165E-03,-2.802646098E-02,-1.615334449E-01, 9.453125000E-01, 5.703125000E-01
      9540, 9.531250000E-01, 5.703125000E-01,-5.544363939E-03,-2.109179083E-02,-1.401943156E-01, 9.531250000E-01, 5.703125000E-01
      9541, 9.609375000E-01, 5.703125000E-01,-6.694208460E-03,-1.501908290E-02,-1.180464598E-01, 9.609375000E-01, 5.703125000E-01
      9542, 9.687500000E-01, 5.703125000E-01,-7.954035776E-03,-9.895014223E-03,-9.522860678E-02, 9.687500000E-01, 5.703125000E-01
      9543, 9.765625000E-01, 5.703125000E-01,-9.298816147E-03,-5.789157061E-03,-7.188170287E-02, 9.765625000E-01, 5.703125000E-01
      9544, 9.843750000E-01, 5.703125000E-01,-1.072157065E-02,-2.790379673E-03,-4.814014681E-02, 9.843750000E-01, 5.703125000E-01
      9545, 9.921875000E-01, 5.703125000E-01,-1.189307543E-02,-9.109955077E-04,-2.414071775E-02, 9.921875000E-01, 5.703125000E-01
      9546, 1.000000000E+00, 5.703125000E-01,-1.232828747E-02, 0.000000000E+00, 0.000000000E+00, 1.000000000E+00, 5.703125000E-01
      9547, 1.283695372E-16, 5.781250000E-01,-2.363134922E-02, 0.000000000E+00, 0.000000000E+00, 1.283695372E-16, 5.781250000E-01
      9548, 7.812500000E-03, 5.781250000E-01,-2.372866527E-02,-2.279312901E-04, 1.675283585E-02, 7.812500000E-03, 5.781250000E-01
      9549, 1.562500000E-02, 5.781250000E-01,-2.401400318E-02,-6.996952421E-04, 3.261996607E-02, 1.562500000E-02, 5.781250000E-01
      9550, 2.343750000E-02, 5.781250000E-01,-2.437185799E-02,-1.444586249E-03, 4.761222146E-02, 2.343750000E-02, 5.781250000E-01
      9551, 3.125000000E-02, 5.781250000E-01,-2.470874615E-02,-2.465114712E-03, 6.174387912E-02, 3.125000000E-02, 5.781250000E-01
      9552, 3.906250000E-02, 5.781250000E-01,-2.503127578E-02,-3.736706006E-03, 7.503180815E-02, 3.906250000E-02, 5.781250000E-01
      9553, 4.687500000E-02, 5.781250000E-01,-2.533546207E-02,-5.244972913E-03, 8.749531354E-02, 4.687500000E-02, 5.781250000E-01
      9554, 5.468750000E-02, 5.781250000E-01,-2.562485299E-02,-6.971128332E-03, 9.915583004E-02, 5.468750000E-02, 5.781250000E-01
      9555, 6.250000000E-02, 5.781250000E-01,-2.589978306E-02,-8.898433125E-03, 1.100366651E-01, 6.250000000E-02, 5.781250000E-01
      9556, 7.031250000E-02, 5.781250000E-01,-2.616240524E-02,-1.100949732E-02, 1.201627094E-01, 7.031250000E-02, 5.781250000E-01
      9557, 7.812500000E-02, 5.781250000E-01,-2.641435134E-02,-1.328770038E-02, 1.295601571E-01, 7.812500000E-02, 5.781250000E-01
      9558, 8.593750000E-02, 5.781250000E-01,-2.665760520E-02,-1.571673653E-02, 1.382562246E-01, 8.593750000E-02, 5.781250000E-01
      9559, 9.375000000E-02, 5.781250000E-01,-2.689407437E-02,-1.828094482E-02, 1.462788767E-01, 9.375000000E-02, 5.781250000E-01
      9560, 1.015625000E-01, 5.781250000E-01,-2.712573930E-02,-2.096528328E-02, 1.536565621E-01, 1.015625000E-01, 5.781250000E-01
      9561, 1.093750000E-01, 5.781250000E-01,-2.735455843E-02,-2.375543800E-02, 1.604179622E-01, 1.093750000E-01, 5.781250000E-01
      9562, 1.171875000E-01, 5.781250000E-01,-2.758247832E-02,-2.663785345E-02, 1.665917541E-01, 1.171875000E-01, 5.781250000E-01
      9563, 1.250000000E-01, 5.781250000E-01,-2.781140886E-02,-2.959978182E-02, 1.722063923E-01, 1.250000000E-01, 5.781250000E-01
      9564, 1.328125000E-01, 5.781250000E-01,-2.804319912E-02,-3.262929542E-02, 1.772899053E-01, 1.328125000E-01, 5.781250000E-01
      9565, 1.406250000E-01, 5.781250000E-01,-2.827965958E-02,-3.571532622E-02, 1.818697166E-01, 1.406250000E-01, 5.781250000E-01
      9566, 1.484375000E-01, 5.781250000E-01,-2.852245736E-02,-3.884760038E-02, 1.859724660E-01, 1.484375000E-01, 5.781250000E-01
      9567, 1.562500000E-01, 5.781250000E-01,-2.877346727E-02,-4.201682085E-02, 1.896239445E-01, 1.562500000E-01, 5.781250000E-01
      9568, 1.640625000E-01, 5.781250000E-01,-2.903402596E-02,-4.521438891E-02, 1.928489097E-01, 1.640625000E-01, 5.781250000E-01
      9569, 1.718750000E-01, 5.781250000E-01,-2.930528425E-02,-4.843250297E-02, 1.956708924E-01, 1.718750000E-01, 5.781250000E-01
      9570, 1.796875000E-01, 5.781250000E-01,-2.958899040E-02,-5.166426788E-02, 1.981122889E-01, 1.796875000E-01, 5.781250000E-01
      9571, 1.875000000E-01, 5.781250000E-01,-2.988641476E-02,-5.490345729E-02, 2.001942447E-01, 1.875000000E-01, 5.781250000E-01
      9572, 1.953125000E-01, 5.781250000E-01,-3.019857764E-02,-5.814462401E-02, 2.019365442E-01, 1.953125000E-01, 5.781250000E-01
      9573, 2.031250000E-01, 5.781250000E-01,-3.052652545E-02,-6.138297035E-02, 2.033576390E-01, 2.031250000E-01, 5.781250000E-01
      9574, 2.109375000E-01, 5.781250000E-01,-3.087117899E-02,-6.461437073E-02, 2.044746106E-01, 2.109375000E-01, 5.781250000E-01
      9575, 2.187500000E-01, 5.781250000E-01,-3.123335714E-02,-6.783530817E-02, 2.053031740E-01, 2.187500000E-01, 5.781250000E-01
      9576, 2.265625000E-01, 5.781250000E-01,-3.161376385E-02,-7.104284280E-02, 2.058576830E-01, 2.265625000E-01, 5.781250000E-01
      9577, 2.343750000E-01, 5.781250000E-01,-3.201299459E-02,-7.423456854E-02, 2.061511507E-01, 2.343750000E-01, 5.781250000E-01
      9578, 2.421875000E-01, 5.781250000E-01,-3.243153386E-02,-7.740857520E-02, 2.061952774E-01, 2.421875000E-01, 5.781250000E-01
      9579, 2.500000000E-01, 5.781250000E-01,-3.286975597E-02,-8.056340919E-02, 2.060004860E-01, 2.500000000E-01, 5.781250000E-01
      9580, 2.578125000E-01, 5.781250000E-01,-3.332792400E-02,-8.369803592E-02, 2.055759645E-01, 2.578125000E-01, 5.781250000E-01
      9581, 2.656250000E-01, 5.781250000E-01,-3.380618943E-02,-8.681180294E-02, 2.049297135E-01, 2.656250000E-01, 5.781250000E-01
      9582, 2.734375000E-01, 5.781250000E-01,-3.430459074E-02,-8.990440429E-02, 2.040685975E-01, 2.734375000E-01, 5.781250000E-01
      9583, 2.812500000E-01, 5.781250000E-01,-3.482305286E-02,-9.297584651E-02, 2.029984004E-01, 2.812500000E-01, 5.781250000E-01
      9584, 2.890625000E-01, 5.781250000E-01,-3.536138483E-02,-9.602641550E-02, 2.017238814E-01, 2.890625000E-01, 5.781250000E-01
      9585, 2.968750000E-01, 5.781250000E-01,-3.591927940E-02,-9.905664547E-02, 2.002488350E-01, 2.968750000E-01, 5.781250000E-01
      9586, 3.046875000E-01, 5.781250000E-01,-3.649630962E-02,-1.020672891E-01, 1.985761493E-01, 3.046875000E-01, 5.781250000E-01
      9587, 3.125000000E-01, 5.781250000E-01,-3.709192120E-02,-1.050592884E-01, 1.967078682E-01, 3.125000000E-01, 5.781250000E-01
      9588, 3.203125000E-01, 5.781250000E-01,-3.770543745E-02,-1.080337487E-01, 1.946452484E-01, 3.203125000E-01, 5.781250000E-01
      9589, 3.281250000E-01, 5.781250000E-01,-3.833605525E-02,-1.109919030E-01, 1.923888150E-01, 3.281250000E-01, 5.781250000E-01
      9590, 3.359375000E-01, 5.781250000E-01,-3.898289946E-02,-1.139351065E-01, 1.899384231E-01, 3.359375000E-01, 5.781250000E-01
      9591, 3.437500000E-01, 5.781250000E-01,-3.964490334E-02,-1.168648276E-01, 1.872933088E-01, 3.437500000E-01, 5.781250000E-01
      9592, 3.515625000E-01, 5.781250000E-01,-4.032070138E-02,-1.197825513E-01, 1.844521733E-01, 3.515625000E-01, 5.781250000E-01
      9593, 3.593750000E-01, 5.781250000E-01,-4.100916869E-02,-1.226898319E-01, 1.814132022E-01, 3.593750000E-01, 5.781250000E-01
      9594, 3.671875000E-01, 5.781250000E-01,-4.170882179E-02,-1.255882741E-01, 1.781740952E-01, 3.671875000E-01, 5.781250000E-01
      9595, 3.750000000E-01, 5.781250000E-01,-4.241786710E-02,-1.284794313E-01, 1.747321419E-01, 3.750000000E-01, 5.781250000E-01
      9596, 3.828125000E-01, 5.781250000E-01,-4.313463342E-02,-1.313648699E-01, 1.710843088E-01, 3.828125000E-01, 5.781250000E-01
      9597, 3.906250000E-01, 5.781250000E-01,-4.385718380E-02,-1.342461077E-01, 1.672272560E-01, 3.906250000E-01, 5.781250000E-01
      9598, 3.984375000E-01, 5.781250000E-01,-4.458346268E-02,-1.371246076E-01, 1.631573424E-01, 3.984375000E-01, 5.781250000E-01
      9599, 4.062500000E-01, 5.781250000E-01,-4.531124852E-02,-1.400017758E-01, 1.588707135E-01, 4.062500000E-01, 5.781250000E-01
      9600, 4.140625000E-01, 5.781250000E-01,-4.603817167E-02,-1.428789045E-01, 1.543633320E-01, 4.140625000E-01, 5.781250000E-01
      9601, 4.218750000E-01, 5.781250000E-01,-4.676167807E-02,-1.457571748E-01, 1.496310188E-01, 4.218750000E-01, 5.781250000E-01
      9602, 4.296875000E-01, 5.781250000E-01,-4.747908157E-02,-1.486376313E-01, 1.446694868E-01, 4.296875000E-01, 5.781250000E-01
      9603, 4.375000000E-01, 5.781250000E-01,-4.818755440E-02,-1.515211646E-01, 1.394743837E-01, 4.375000000E-01, 5.781250000E-01
      9604, 4.453125000E-01, 5.781250000E-01,-4.888411439E-02,-1.544084894E-01, 1.340413397E-01, 4.453125000E-01, 5.781250000E-01
      9605, 4.531250000E-01, 5.781250000E-01,-4.956562004E-02,-1.573001070E-01, 1.283660027E-01, 4.531250000E-01, 5.781250000E-01
      9606, 4.609375000E-01, 5.781250000E-01,-5.022888276E-02,-1.601963242E-01, 1.224440557E-01, 4.609375000E-01, 5.781250000E-01
      9607, 4.687500000E-01, 5.781250000E-01,-5.087059619E-02,-1.630971426E-01, 1.162712142E-01, 4.687500000E-01, 5.781250000E-01
      9608, 4.765625000E-01, 5.781250000E-01,-5.148702678E-02,-1.660022185E-01, 1.098432887E-01, 4.765625000E-01, 5.781250000E-01
      9609, 4.843750000E-01, 5.781250000E-01,-5.207423396E-02,-1.689109854E-01, 1.031563330E-01, 4.843750000E-01, 5.781250000E-01
      9610, 4.921875000E-01, 5.781250000E-01,-5.262844025E-02,-1.718226017E-01, 9.620670374E-02, 4.921875000E-01, 5.781250000E-01
      9611, 5.000000000E-01, 5.781250000E-01,-5.314589431E-02,-1.747358341E-01, 8.899099518E-02, 5.000000000E-01, 5.781250000E-01
      9612, 5.078125000E-01, 5.781250000E-01,-5.362262925E-02,-1.776490365E-01, 8.150607400E-02, 5.078125000E-01, 5.781250000E-01
      9613, 5.156250000E-01, 5.781250000E-01,-5.405451250E-02,-1.805601499E-01, 7.374919239E-02, 5.156250000E-01, 5.781250000E-01
      9614, 5.234375000E-01, 5.781250000E-01,-5.443739355E-02,-1.834666226E-01, 6.571802433E-02, 5.234375000E-01, 5.781250000E-01
      9615, 5.312500000E-01, 5.781250000E-01,-5.476707963E-02,-1.863653757E-01, 5.741070589E-02, 5.312500000E-01, 5.781250000E-01
      9616, 5.390625000E-01, 5.781250000E-01,-5.503932507E-02,-1.892527729E-01, 4.882591612E-02, 5.390625000E-01, 5.781250000E-01
      9617, 5.468750000E-01, 5.781250000E-01,-5.524987661E-02,-1.921245649E-01, 3.996294982E-02, 5.468750000E-01, 5.781250000E-01
      9618, 5.546875000E-01, 5.781250000E-01,-5.539448969E-02,-1.949758398E-01, 3.082179669E-02, 5.546875000E-01, 5.781250000E-01
      9619, 5.625000000E-01, 5.781250000E-01,-5.546895509E-02,-1.978009682E-01, 2.140322374E-02, 5.625000000E-01, 5.781250000E-01
      9620, 5.703125000E-01, 5.781250000E-01,-5.546912615E-02,-2.005935493E-01, 1.170886963E-02, 5.703125000E-01, 5.781250000E-01
      9621, 5.781250000E-01, 5.781250000E-01,-5.539096059E-02,-2.033463536E-01, 1.741349818E-03, 5.781250000E-01, 5.781250000E-01
      9622, 5.859375000E-01, 5.781250000E-01,-5.523056746E-02,-2.060512667E-01,-8.495628710E-03, 5.859375000E-01, 5.781250000E-01
      9623, 5.937500000E-01, 5.781250000E-01,-5.498421669E-02,-2.086992282E-01,-1.899715383E-02, 5.937500000E-01, 5.781250000E-01
      9624, 6.015625000E-01, 5.781250000E-01,-5.464836269E-02,-2.112801676E-01,-2.975696738E-02, 6.015625000E-01, 5.781250000E-01
      9625, 6.093750000E-01, 5.781250000E-01,-5.421970229E-02,-2.137829373E-01,-4.076729499E-02, 6.093750000E-01, 5.781250000E-01
      9626, 6.171875000E-01, 5.781250000E-01,-5.369522163E-02,-2.161952478E-01,-5.201867480E-02, 6.171875000E-01, 5.781250000E-01
      9627, 6.250000000E-01, 5.781250000E-01,-5.307224772E-02,-2.185036059E-01,-6.349977326E-02, 6.250000000E-01, 5.781250000E-01
      9628, 6.328125000E-01, 5.781250000E-01,-5.234850313E-02,-2.206932569E-01,-7.519718638E-02, 6.328125000E-01, 5.781250000E-01
      9629, 6.406250000E-01, 5.781250000E-01,-5.152216379E-02,-2.227481387E-01,-8.709522569E-02, 6.406250000E-01, 5.781250000E-01
      9630, 6.484375000E-01, 5.781250000E-01,-5.059191061E-02,-2.246508482E-01,-9.917568241E-02, 6.484375000E-01, 5.781250000E-01
      9631, 6.562500000E-01, 5.781250000E-01,-4.955698879E-02,-2.263826247E-01,-1.114175636E-01, 6.562500000E-01, 5.781250000E-01
      9632, 6.640625000E-01, 5.781250000E-01,-4.841725713E-02,-2.279233355E-01,-1.237968029E-01, 6.640625000E-01, 5.781250000E-01
      9633, 6.718750000E-01, 5.781250000E-01,-4.717325384E-02,-2.292514656E-01,-1.362859780E-01, 6.718750000E-01, 5.781250000E-01
      9634, 6.796875000E-01, 5.781250000E-01,-4.582628743E-02,-2.303441120E-01,-1.488540271E-01, 6.796875000E-01, 5.781250000E-01
      9635, 6.875000000E-01, 5.781250000E-01,-4.437855408E-02,-2.311770481E-01,-1.614660025E-01, 6.875000000E-01, 5.781250000E-01
      9636, 6.953125000E-01, 5.781250000E-01,-4.283319160E-02,-2.317248563E-01,-1.740827916E-01, 6.953125000E-01, 5.781250000E-01
      9637, 7.031250000E-01, 5.781250000E-01,-4.119419710E-02,-2.319610933E-01,-1.866607547E-01, 7.031250000E-01, 5.781250000E-01
